trait,trait_label,k
http://www.orpha.net/ORDO/Orphanet_34533,Corneal dystrophy,2
http://www.orpha.net/ORDO/Orphanet_352301,Disorder of phospholipids; sphingolipids and fatty acids biosynthesis,5
http://www.orpha.net/ORDO/Orphanet_352456,Mitochondrial DNA maintenance syndrome,1
http://www.orpha.net/ORDO/Orphanet_352728,Disorder of melanin metabolism,1
http://www.orpha.net/ORDO/Orphanet_35612,Nanophthalmos,1
http://www.orpha.net/ORDO/Orphanet_35696,Mitochondrial disorder due to a defect in mitochondrial protein synthesis,9
http://www.orpha.net/ORDO/Orphanet_357506,Genetic non-syndromic renal or urinary tract malformation,2
http://www.orpha.net/ORDO/Orphanet_359,Pediatric-onset glaucoma of genetic origin,6
http://www.orpha.net/ORDO/Orphanet_363245,Genetic progeroid syndrome,4
http://www.orpha.net/ORDO/Orphanet_363250,Ciliopathy,13
http://www.orpha.net/ORDO/Orphanet_363294,Genetic syndromic Pierre Robin syndrome,2
http://www.orpha.net/ORDO/Orphanet_363300,Genetic intractable diarrhea of infancy,1
http://www.orpha.net/ORDO/Orphanet_36387,Genetic epilepsy with febrile seizure plus,6
http://www.orpha.net/ORDO/Orphanet_364526,Primary bone dysplasia,5
http://www.orpha.net/ORDO/Orphanet_364559,Dysostosis,5
http://www.orpha.net/ORDO/Orphanet_364568,Dysostosis with limb anomaly as a major feature,5
http://www.orpha.net/ORDO/Orphanet_364803,Rare bone disease related to a common gene or pathway defect,3
http://www.orpha.net/ORDO/Orphanet_370953,Congenital muscular dystrophy due to dystroglycanopathy,1
http://www.orpha.net/ORDO/Orphanet_371024,Qualitative or quantitative defects of alpha-dystroglycan,1
http://www.orpha.net/ORDO/Orphanet_371047,Congenital disorder of glycosylation with neurological involvement,3
http://www.orpha.net/ORDO/Orphanet_371071,Congenital disorder of glycosylation with epilepsy as a major feature,2
http://www.orpha.net/ORDO/Orphanet_371157,Congenital disorder of glycosylation with hepatic involvement,1
http://www.orpha.net/ORDO/Orphanet_371195,Congenital disorder of glycosylation-related bone disorder,1
http://www.orpha.net/ORDO/Orphanet_371235,Congenital disorder of glycosylation with developmental anomaly,2
http://www.orpha.net/ORDO/Orphanet_371442,Sphingolipidosis with epilepsy,2
http://www.orpha.net/ORDO/Orphanet_371861,Genetic hyperaldosteronism,1
http://www.orpha.net/ORDO/Orphanet_388,Hirschsprung disease,2
http://www.orpha.net/ORDO/Orphanet_391665,Homozygous familial hypercholesterolemia,1
http://www.orpha.net/ORDO/Orphanet_391711,Persistent combined dystonia,3
http://www.orpha.net/ORDO/Orphanet_391799,Rare genetic dystonia,5
http://www.orpha.net/ORDO/Orphanet_399572,Rare male infertility due to hypothalamic-pituitary-gonadal axis disorder,5
http://www.orpha.net/ORDO/Orphanet_399764,Male infertility due to gonadal dysgenesis or sperm disorder,11
http://www.orpha.net/ORDO/Orphanet_399771,Male infertility due to sperm disorder,11
http://www.orpha.net/ORDO/Orphanet_399775,Male infertility with spermatogenesis disorder,9
http://www.orpha.net/ORDO/Orphanet_399786,Male infertility with spermatogenesis disorder due to single gene mutation,8
http://www.orpha.net/ORDO/Orphanet_399805,Male infertility with azoospermia or oligozoospermia due to single gene mutation,7
http://www.orpha.net/ORDO/Orphanet_399808,Male infertility with teratozoospermia due to single gene mutation,3
http://www.orpha.net/ORDO/Orphanet_399813,Male infertility due to sperm motility disorder,6
http://www.orpha.net/ORDO/Orphanet_399831,Rare female infertility due to hypothalamic-pituitary-gonadal axis disorder,4
http://www.orpha.net/ORDO/Orphanet_399839,Rare female infertility due to a congenital hypogonadotropic hypogonadism,4
http://www.orpha.net/ORDO/Orphanet_399846,Rare disorder with female infertility due to a congenital hypogonadotropic hypogonadism,2
http://www.orpha.net/ORDO/Orphanet_399849,Rare female infertility due to an adrenal disorder,1
http://www.orpha.net/ORDO/Orphanet_399877,Rare female infertility due to gonadal dysgenesis,2
http://www.orpha.net/ORDO/Orphanet_399980,Rare genetic male infertility,12
http://www.orpha.net/ORDO/Orphanet_399983,Rare male infertility due to hypothalamic-pituitary-gonadal axis disorder of genetic origin,5
http://www.orpha.net/ORDO/Orphanet_399998,Male infertility due to obstructive azoospermia of genetic origin,1
http://www.orpha.net/ORDO/Orphanet_400008,Rare genetic female infertility,5
http://www.orpha.net/ORDO/Orphanet_400011,Rare female infertility due to hypothalamic-pituitary-gonadal axis disorder of genetic origin,4
http://www.orpha.net/ORDO/Orphanet_404568,Dysostosis of genetic origin,5
http://www.orpha.net/ORDO/Orphanet_404571,Dysostosis of genetic origin with limb anomaly as a major feature,5
http://www.orpha.net/ORDO/Orphanet_404574,Genetic syndrome with limb reduction defects,4
http://www.orpha.net/ORDO/Orphanet_404577,Genetic syndrome with limb malformations as a major feature,5
http://www.orpha.net/ORDO/Orphanet_404584,Rare genetic bone development disorder,10
http://www.orpha.net/ORDO/Orphanet_418,Congenital adrenal hyperplasia,1
http://www.orpha.net/ORDO/Orphanet_420755,Rare genetic odontal or periodontal disorder,5
http://www.orpha.net/ORDO/Orphanet_425003,Inherited digestive cancer-predisposing syndrome,2
http://www.orpha.net/ORDO/Orphanet_432,Normosmic congenital hypogonadotropic hypogonadism,1
http://www.orpha.net/ORDO/Orphanet_435603,Genetic otorhinolaryngological malformation,1
http://www.orpha.net/ORDO/Orphanet_441434,Syndromic hereditary optic neuropathy,3
http://www.orpha.net/ORDO/Orphanet_441452,Early-onset lamellar cataract,2
http://www.orpha.net/ORDO/Orphanet_442,Congenital hypothyroidism,5
http://www.orpha.net/ORDO/Orphanet_442835,Non-specific early-onset epileptic encephalopathy,6
http://www.orpha.net/ORDO/Orphanet_443909,Hereditary nonpolyposis colon cancer,1
http://www.orpha.net/ORDO/Orphanet_444116,Hereditary amyloidosis,12
http://www.orpha.net/ORDO/Orphanet_444916,Pseudohypoaldosteronism,1
http://www.orpha.net/ORDO/Orphanet_448426,Genetic primary orthostatic hypotension,2
http://www.orpha.net/ORDO/Orphanet_450,Heterotaxia,1
http://www.orpha.net/ORDO/Orphanet_457074,Congenital nemaline myopathy,1
http://www.orpha.net/ORDO/Orphanet_458844,Rare vascular malformation of major vessels,1
http://www.orpha.net/ORDO/Orphanet_459787,Lethal multiple congenital anomalies/dysmorphic syndrome,1
http://www.orpha.net/ORDO/Orphanet_466066,Genetic hemoglobinopathy,1
http://www.orpha.net/ORDO/Orphanet_466084,Genetic otorhinolaryngologic disease,11
http://www.orpha.net/ORDO/Orphanet_467,Non-acquired combined pituitary hormone deficiency,2
http://www.orpha.net/ORDO/Orphanet_471383,Genetic lethal multiple congenital anomalies/dysmorphic syndrome,1
http://www.orpha.net/ORDO/Orphanet_474,Jeune syndrome,1
http://www.orpha.net/ORDO/Orphanet_476109,Axonal hereditary motor and sensory neuropathy,3
http://www.orpha.net/ORDO/Orphanet_476116,Demyelinating hereditary motor and sensory neuropathy,1
http://www.orpha.net/ORDO/Orphanet_477768,Moyamoya angiopathy,1
http://www.orpha.net/ORDO/Orphanet_477797,Isolated constitutional thrombocytopenia,2
http://www.orpha.net/ORDO/Orphanet_477805,Genetic cardiac malformation,2
http://www.orpha.net/ORDO/Orphanet_477811,Rare hypercholesterolemia,1
http://www.orpha.net/ORDO/Orphanet_480549,Non-severe combined immunodeficiency,2
http://www.orpha.net/ORDO/Orphanet_48471,Lissencephaly,3
http://www.orpha.net/ORDO/Orphanet_485382,Rare genetic premature ovarian failure,2
http://www.orpha.net/ORDO/Orphanet_486955,Rare pediatric rheumatologic disease,1
http://www.orpha.net/ORDO/Orphanet_49382,Achromatopsia,1
http://www.orpha.net/ORDO/Orphanet_494457,Rare hyperkinetic movement disorder,14
http://www.orpha.net/ORDO/Orphanet_496916,Rare genetic hyperkinetic movement disorder,13
http://www.orpha.net/ORDO/Orphanet_496924,Non-inflammatory vasculopathy,2
http://www.orpha.net/ORDO/Orphanet_498451,Dysostosis with brachydactyly without extraskeletal manifestations,1
http://www.orpha.net/ORDO/Orphanet_498454,Dysostosis with brachydactyly with extraskeletal manifestations,1
http://www.orpha.net/ORDO/Orphanet_506207,Rare disorder potentially indicated for transplant,17
http://www.orpha.net/ORDO/Orphanet_506210,Rare disorder potentially indicated for liver transplant,4
http://www.orpha.net/ORDO/Orphanet_506213,Rare disorder potentially indicated for kidney transplant,9
http://www.orpha.net/ORDO/Orphanet_506216,Rare disorder potentially indicated for bowel transplant,4
http://www.orpha.net/ORDO/Orphanet_506219,Rare disorder potentially indicated for hematopoietic stem cell transplant,13
http://www.orpha.net/ORDO/Orphanet_506222,Rare disorder potentially indicated for lung transplant,1
http://www.orpha.net/ORDO/Orphanet_506225,Rare disorder potentially indicated for heart transplant,8
http://www.orpha.net/ORDO/Orphanet_513,Acute lymphoblastic leukemia,2
http://www.orpha.net/ORDO/Orphanet_519,Acute myeloid leukemia,5
http://www.orpha.net/ORDO/Orphanet_519266,Rare disorder of the ocular adnexa,10
http://www.orpha.net/ORDO/Orphanet_519268,Rare disorder with ectropion,3
http://www.orpha.net/ORDO/Orphanet_519270,Rare disorder with entropion,1
http://www.orpha.net/ORDO/Orphanet_519272,Structural developmental eye defect,4
http://www.orpha.net/ORDO/Orphanet_519274,Syndromic lacrimal system disorder,11
http://www.orpha.net/ORDO/Orphanet_519282,Rare corneal disorder,4
http://www.orpha.net/ORDO/Orphanet_519284,Rare disorder of the anterior segment of the eye,15
http://www.orpha.net/ORDO/Orphanet_519288,Rare disorder with corneal involvement as a major feature,4
http://www.orpha.net/ORDO/Orphanet_519292,Syndromic ectopia lentis,1
http://www.orpha.net/ORDO/Orphanet_519296,Rare disorder with pigmented sclera,1
http://www.orpha.net/ORDO/Orphanet_519298,Rare scleral disorder,1
http://www.orpha.net/ORDO/Orphanet_519300,Isolated chorioretinal dystrophy,3
http://www.orpha.net/ORDO/Orphanet_519302,Isolated macular dystrophy,10
http://www.orpha.net/ORDO/Orphanet_519306,Isolated progressive inherited retinal disorder,11
http://www.orpha.net/ORDO/Orphanet_519309,Rare choroidal disorder,3
http://www.orpha.net/ORDO/Orphanet_519311,Rare disorder of the posterior segment of the eye,14
http://www.orpha.net/ORDO/Orphanet_519315,Rare retinal disorder,14
http://www.orpha.net/ORDO/Orphanet_519319,Isolated stationary inherited retinal disorder,11
http://www.orpha.net/ORDO/Orphanet_519325,Syndromic inherited retinal disorder,9
http://www.orpha.net/ORDO/Orphanet_519329,Rare disorder involving multiple structures of the eye,8
http://www.orpha.net/ORDO/Orphanet_519331,Secondary early-onset glaucoma,5
http://www.orpha.net/ORDO/Orphanet_519341,Rare brainstem or cerebellar disorder with ophthalmic involvement as a major feature,1
http://www.orpha.net/ORDO/Orphanet_519343,Rare ophthalmic disorder with cortical involvement,5
http://www.orpha.net/ORDO/Orphanet_519347,Rare neuromuscular disorder with ocular motility/alignment anomaly,3
http://www.orpha.net/ORDO/Orphanet_519349,Rare ophthalmic disorder with cranial nerve involvement,4
http://www.orpha.net/ORDO/Orphanet_519351,Rare optic nerve disorder,3
http://www.orpha.net/ORDO/Orphanet_519355,Rare ocular motility/alignment disorder,4
http://www.orpha.net/ORDO/Orphanet_520814,Rare disorder of the visual organs,23
http://www.orpha.net/ORDO/Orphanet_520817,Isolated inherited retinal disorder,12
http://www.orpha.net/ORDO/Orphanet_520820,Progressive external ophthalmoplegia,1
http://www.orpha.net/ORDO/Orphanet_521232,Genetic primary orthostatic disorder,2
http://www.orpha.net/ORDO/Orphanet_521236,Primary orthostatic disorder,2
http://www.orpha.net/ORDO/Orphanet_522504,Rare genetic disorder of the visual organs,22
http://www.orpha.net/ORDO/Orphanet_522506,Rare genetic brainstem or cerebellar disorder with ophthalmic involvement as a major feature,1
http://www.orpha.net/ORDO/Orphanet_522508,Rare genetic ophthalmic disorder with cortical involvement,1
http://www.orpha.net/ORDO/Orphanet_522510,Rare genetic ophthalmic disorder with cranial nerve involvement,3
http://www.orpha.net/ORDO/Orphanet_522512,Rare genetic optic nerve disorder,3
http://www.orpha.net/ORDO/Orphanet_522516,Rare genetic ocular motility/alignment disorder,5
http://www.orpha.net/ORDO/Orphanet_522518,Rare genetic disorder with strabismus,1
http://www.orpha.net/ORDO/Orphanet_522520,Syndromic genetic disorder with strabismus,1
http://www.orpha.net/ORDO/Orphanet_522522,Rare genetic neuromuscular disorder with ocular motility/alignment anomaly,4
http://www.orpha.net/ORDO/Orphanet_522524,Rare genetic disorder of the ocular adnexa,10
http://www.orpha.net/ORDO/Orphanet_522526,Rare genetic palpebral disorder,8
http://www.orpha.net/ORDO/Orphanet_522528,Rare genetic eyelid malposition disorder,9
http://www.orpha.net/ORDO/Orphanet_522530,Rare genetic disorder with entropion,1
http://www.orpha.net/ORDO/Orphanet_522532,Rare genetic disorder of the lacrimal apparatus,12
http://www.orpha.net/ORDO/Orphanet_522534,Lacrimal drainage system anomaly of genetic origin,11
http://www.orpha.net/ORDO/Orphanet_522536,Structural developmental eye defect of genetic origin,4
http://www.orpha.net/ORDO/Orphanet_522538,Rare genetic disorder of the anterior segment of the eye,14
http://www.orpha.net/ORDO/Orphanet_522540,Anterior segment developmental anomaly of genetic origin,1
http://www.orpha.net/ORDO/Orphanet_522546,Rare genetic disorder with lens opacification,14
http://www.orpha.net/ORDO/Orphanet_522548,Syndromic genetic cataract,9
http://www.orpha.net/ORDO/Orphanet_522552,Lens position anomaly of genetic origin,1
http://www.orpha.net/ORDO/Orphanet_522554,Syndromic genetic ectopia lentis,1
http://www.orpha.net/ORDO/Orphanet_522556,Rare genetic corneal disorder,3
http://www.orpha.net/ORDO/Orphanet_522558,Rare genetic disorder with corneal involvement as a major feature,3
http://www.orpha.net/ORDO/Orphanet_522560,Genetic corneal dystrophy,2
http://www.orpha.net/ORDO/Orphanet_522570,Rare genetic disorder of the posterior segment of the eye,14
http://www.orpha.net/ORDO/Orphanet_522572,Rare genetic retinal disorder,14
http://www.orpha.net/ORDO/Orphanet_522578,Rare genetic disorder involving multiple structures of the eye,7
http://www.orpha.net/ORDO/Orphanet_522580,Secondary early-onset glaucoma of genetic origin,5
http://www.orpha.net/ORDO/Orphanet_522584,Rare genetic choroidal disorder,3
http://www.orpha.net/ORDO/Orphanet_523000,Pediatric-onset glaucoma,6
http://www.orpha.net/ORDO/Orphanet_525677,Genetic congenital malformation of the eye with glaucoma as a major feature,4
http://www.orpha.net/ORDO/Orphanet_528084,Non-specific syndromic intellectual disability,14
http://www.orpha.net/ORDO/Orphanet_536391,RASopathy,1
http://www.orpha.net/ORDO/Orphanet_53739,Distal hereditary motor neuropathy,1
http://www.orpha.net/ORDO/Orphanet_54260,Left ventricular noncompaction,2
http://www.orpha.net/ORDO/Orphanet_547,Non-Hodgkin lymphoma,3
http://www.orpha.net/ORDO/Orphanet_55,Oculocutaneous albinism,1
http://www.orpha.net/ORDO/Orphanet_550,MELAS,1
http://www.orpha.net/ORDO/Orphanet_551,MERRF,1
http://www.orpha.net/ORDO/Orphanet_557866,Rare disorder with Hirschsprung disease as a major feature,2
http://www.orpha.net/ORDO/Orphanet_564,Meckel syndrome,1
http://www.orpha.net/ORDO/Orphanet_564127,Genetic nephrotic syndrome,4
http://www.orpha.net/ORDO/Orphanet_565779,Rare disorder potentially indicated for transplant or complication after transplantation,17
http://www.orpha.net/ORDO/Orphanet_567,22q11.2 deletion syndrome,3
http://www.orpha.net/ORDO/Orphanet_567554,Systemic disease with glomerulopathy as a major feature,1
http://www.orpha.net/ORDO/Orphanet_567558,Non-genetic systemic disease with glomerulopathy as a major feature,1
http://www.orpha.net/ORDO/Orphanet_567562,Disorder with multisystemic involvement and glomerulopathy,2
http://www.orpha.net/ORDO/Orphanet_567564,Nephrotic syndrome without extrarenal manifestations,4
http://www.orpha.net/ORDO/Orphanet_568041,Primary lymphedema without systemic or visceral involvement,1
http://www.orpha.net/ORDO/Orphanet_568047,Disorder with multisystemic involvement and primary lymphedema,1
http://www.orpha.net/ORDO/Orphanet_57146,Rare hepatic disease,7
http://www.orpha.net/ORDO/Orphanet_573163,Pheochromocytoma-paraganglioma,14
http://www.orpha.net/ORDO/Orphanet_585877,B-lymphoblastic leukemia/lymphoma with recurrent genetic abnormality,1
http://www.orpha.net/ORDO/Orphanet_589,Myasthenia gravis,11
http://www.orpha.net/ORDO/Orphanet_589746,Inherited gynecological cancer-predisposing syndrome,2
http://www.orpha.net/ORDO/Orphanet_590,Congenital myasthenic syndrome,3
http://www.orpha.net/ORDO/Orphanet_593,Myofibrillar myopathy,1
http://www.orpha.net/ORDO/Orphanet_599,Distal myopathy,4
http://www.orpha.net/ORDO/Orphanet_607,Nemaline myopathy,5
http://www.orpha.net/ORDO/Orphanet_611314,Rare syndromic intellectual disability without multiple congenital anomalies/dysmorphic syndrome,34
http://www.orpha.net/ORDO/Orphanet_611327,Genetic multiple congenital anomalies/dysmorphic syndrome-intellectual disability,13
http://www.orpha.net/ORDO/Orphanet_619249,Rare hereditary connective tissue disease,3
http://www.orpha.net/ORDO/Orphanet_619340,Inherited hematologic cancer-predisposing syndrome,2
http://www.orpha.net/ORDO/Orphanet_622720,Genetic autoinflammatory syndrome with skin involvement,1
http://www.orpha.net/ORDO/Orphanet_641343,Imprinting disorders,1
http://www.orpha.net/ORDO/Orphanet_641613,Endogenous Cushing syndrome,2
http://www.orpha.net/ORDO/Orphanet_64746,Autosomal dominant Charcot-Marie-Tooth disease type 2,1
