hEntrez	humanSymbol_wt	symbol_wt	mEntrez_wt	log2fc_wt	log2fc_mean_wt	adj_p_value_wt	n_mouse_map_wt	humanSymbol_ko	symbol_ko	mEntrez_ko	log2fc_ko	log2fc_mean_ko	adj_p_value_ko	n_mouse_map_ko	sig_wt	sig_ko
26146								TRAF3IP1	Traf3ip1	74019	-0.523056	-0.523056	0.0366735	1.0	False	True
2615	LRRC32	Lrrc32	434215	-0.996816	-0.996816	0.00973029	1.0	LRRC32	Lrrc32	434215	-1.02716	-1.02716	0.00853754	1.0	True	True
26155								NOC2L	Noc2l	57741	-0.319946	-0.319946	0.0100394	1.0	False	True
26156								RSL1D1	Rsl1d1	66409	0.338339	0.338339	0.0145705	1.0	False	True
26173								INTS1	Ints1	68510	-0.465181	-0.465181	0.00760424	1.0	False	True
26191								PTPN22	Ptpn22	19260	0.354821	0.354821	0.0334892	1.0	False	True
26205	GMEB2	Gmeb2	229004	-0.303224	-0.303224	0.00966244	1.0	GMEB2	Gmeb2	229004	-0.38797	-0.38797	0.000731682	1.0	True	True
26227	PHGDH	Phgdh	236539	0.577525	0.577525	0.000518386	1.0								True	False
26228								STAP1	Stap1	56792	0.470998	0.470998	0.000105131	1.0	False	True
26229	B3GAT3	B3gat3	72727	0.241091	0.241091	0.0142106	1.0								True	False
2623	GATA1	Gata1	14460	-0.485538	-0.485538	0.00384981	1.0	GATA1	Gata1	14460	-0.788694	-0.788694	7.11654e-07	1.0	True	True
26230								TIAM2	Tiam2	24001	0.347175	0.347175	0.0213864	1.0	False	True
26231	LRRC29	Lrrc29	234684	-0.76024	-0.76024	4.73597e-05	1.0	LRRC29	Lrrc29	234684	-0.600463	-0.600463	0.00176856	1.0	True	True
26234	FBXL5	Fbxl5	242960	0.417838	0.417838	0.0412563	1.0	FBXL5	Fbxl5	242960	0.423176	0.423176	0.0376597	1.0	True	True
2624								GATA2	Gata2	14461	-0.563073	-0.563073	0.0301463	1.0	False	True
26251	KCNG2	Kcng2	240444	-1.31267	-1.31267	0.0205029	1.0	KCNG2	Kcng2	240444	-2.33489	-2.33489	0.000127327	1.0	True	True
26253	CLEC4E	Clec4e	56619	0.828061	0.828061	0.00512033	1.0	CLEC4E	Clec4e	56619	0.886368	0.886368	0.0023742	1.0	True	True
26259								FBXW8	Fbxw8	231672	-0.489277	-0.489277	0.00749003	1.0	False	True
26263								FBXO22	Fbxo22	71999	0.25963	0.25963	0.00571628	1.0	False	True
26270	FBXO6	Fbxo6	50762	0.495946	0.495946	0.00373681	1.0								True	False
26271	FBXO5	Fbxo5	67141	-0.339988	-0.339988	0.0176707	1.0	FBXO5	Fbxo5	67141	-0.346832	-0.346832	0.0142694	1.0	True	True
26275	HIBCH	Hibch	227095	0.2479	0.2479	0.0257773	1.0								True	False
2628	GATM	Gatm	67092	0.280992	0.280992	0.0392654	1.0								True	False
26286								ARFGAP3	Arfgap3	66251	-0.416385	-0.416385	0.00343393	1.0	False	True
2632	GBE1	Gbe1	74185	0.412642	0.412642	1.336e-05	1.0	GBE1	Gbe1	74185	0.438435	0.438435	3.69151e-06	1.0	True	True
26355								FAM162A	Fam162a	70186	0.484414	0.484414	0.0117445	1.0	False	True
2639								GCDH	Gcdh	270076	-0.379335	-0.379335	0.0150371	1.0	False	True
2643	GCH1	Gch1	14528	-0.793442	-0.793442	1.34507e-08	1.0	GCH1	Gch1	14528	-0.490684	-0.490684	0.000769185	1.0	True	True
26469	PTPN18	Ptpn18	19253	0.637572	0.637572	0.000400783	1.0								True	False
2647	BLOC1S1	Bloc1s1	14533	0.456179	0.456179	0.00786116	1.0								True	False
26472	PPP1R14B	Ppp1r14b	18938	0.48437	0.48437	0.00904661	1.0								True	False
2648								KAT2A	Kat2a	14534	-0.636121	-0.636121	0.00305092	1.0	False	True
26499	PLEK2	Plek2	27260	-0.930874	-0.930874	0.000418042	1.0	PLEK2	Plek2	27260	-0.949937	-0.949937	0.000197931	1.0	True	True
2650	GCNT1	Gcnt1	14537	-0.292689	-0.292689	0.0194656	1.0								True	False
26502	NARF	Narf	67608	-0.337049	-0.337049	0.000528059	1.0	NARF	Narf	67608	-0.418722	-0.418722	9.0281e-06	1.0	True	True
26505								CNNM3	Cnnm3	94218	-0.788217	-0.788217	0.00225123	1.0	False	True
26508								HEYL	Heyl	56198	-1.12793	-1.12793	0.0252407	1.0	False	True
2651	GCNT2	Gcnt2	14538	0.334642	0.334642	0.0107828	1.0								True	False
26521	TIMM8B	Timm8b	30057	0.611909	0.611909	0.000277216	1.0								True	False
2653								GCSH	Gcsh	68133	0.427352	0.427352	0.0171586	1.0	False	True
26578	OSTF1	Ostf1	20409	0.451313	0.451313	3.14542e-05	1.0	OSTF1	Ostf1	20409	0.334666	0.334666	0.00308771	1.0	True	True
26586	CKAP2	Ckap2	80986	-0.332387	-0.332387	0.0207389	1.0	CKAP2	Ckap2	80986	-0.391368	-0.391368	0.00463844	1.0	True	True
26589	MRPL46	Mrpl46	67308	0.38371	0.38371	0.0207765	1.0								True	False
266727								MDGA1	Mdga1	74762	-0.656802	-0.656802	0.0469041	1.0	False	True
2670	GFAP	Gfap	14580	-0.895328	-0.895328	8.81066e-05	1.0	GFAP	Gfap	14580	-0.831496	-0.831496	0.000214065	1.0	True	True
267020	ATP5MGL	Atp5mg	27425	0.578038	0.578038	0.000217073	1.0	ATP5MGL	Atp5mg	27425	0.332393	0.332393	0.0498893	1.0	True	True
2674	GFRA1	Gfra1	14585	-0.894801	-0.894801	0.00964472	1.0	GFRA1	Gfra1	14585	-1.26519	-1.26519	0.000167886	1.0	True	True
26747								NUFIP1	Nufip1	27275	0.427637	0.427637	0.00242868	1.0	False	True
2675								GFRA2	Gfra2	14586	-0.733238	-0.733238	0.00651253	1.0	False	True
26751	SH3YL1	Sh3yl1	24057	-0.485909	-0.485909	0.0126368	1.0								True	False
2678	GGT1	Ggt1	14598	0.851139	0.851139	0.0412425	1.0								True	False
2679	GGT3P	Ggt1	14598	0.851139	0.851139	0.0412425	1.0								True	False
2681								GGTA1	Ggta1	14594	0.349609	0.349609	1.34863e-05	1.0	False	True
26855		Gm26316	115487919	1.08999	1.08999	0.0108998	1.0								True	False
26873								OPLAH	Oplah	75475	-1.11554	-1.11554	0.0017744	1.0	False	True
26958	COPG2	Copg2	54160	0.332284	0.332284	0.0252483	1.0								True	False
26985	AP3M1	Ap3m1	55946	0.25513	0.25513	0.0369651	1.0	AP3M1	Ap3m1	55946	0.355624	0.355624	0.00202608	1.0	True	True
26993	AKAP8L	Akap8l	54194	-0.363166	-0.363166	0.0082796	1.0	AKAP8L	Akap8l	54194	-0.283015	-0.283015	0.0478288	1.0	True	True
26995								TRUB2	Trub2	227682	0.369685	0.369685	0.00958839	1.0	False	True
26996	GPR160	Gpr160	71862	0.318064	0.318064	0.0298357	1.0	GPR160	Gpr160	71862	0.547143	0.547143	5.0022e-05	1.0	True	True
26999								CYFIP2	Cyfip2	76884	-0.547932	-0.547932	0.0384199	1.0	False	True
27000								DNAJC2	Dnajc2	22791	0.381031	0.381031	0.00109531	1.0	False	True
27005								USP21	Usp21	30941	-0.277193	-0.277193	0.0387675	1.0	False	True
27013								CNPPD1	Cnppd1	69171	-0.590507	-0.590507	9.46518e-05	1.0	False	True
27020								NPTN	Nptn	20320	-0.299374	-0.299374	0.0444907	1.0	False	True
27030								MLH3	Mlh3	217716	0.376716	0.376716	0.0075338	1.0	False	True
27039	PKD2L2	Pkd2l2	53871	-0.90592	-0.90592	3.21705e-05	1.0	PKD2L2	Pkd2l2	53871	-0.798014	-0.798014	0.000125676	1.0	True	True
27068								PPA2	Ppa2	74776	0.329097	0.329097	0.0246509	1.0	False	True
2707	GJB3	Gjb3	14620	0.847148	0.847148	0.000553735	1.0	GJB3	Gjb3	14620	0.830503	0.830503	0.00223885	1.0	True	True
27071								DAPP1	Dapp1	26377	0.254084	0.254084	0.000723756	1.0	False	True
27072								VPS41	Vps41	218035	0.219493	0.219493	0.0442043	1.0	False	True
27079								RPUSD2	Rpusd2	271842	-0.309816	-0.309816	0.0400465	1.0	False	True
27089	UQCRQ	Uqcrq	22272	0.557651	0.557651	0.00116838	1.0	UQCRQ	Uqcrq	22272	0.40017	0.40017	0.0255055	1.0	True	True
27095	TRAPPC3	Trappc3	27096	0.415239	0.415239	0.000335136	1.0								True	False
27101	CACYBP	Cacybp	12301	0.563786	0.563786	0.00368274	1.0	CACYBP	Cacybp	12301	0.482937	0.482937	0.0142474	1.0	True	True
27102	EIF2AK1	Eif2ak1	15467	-0.678749	-0.678749	3.6108e-08	1.0	EIF2AK1	Eif2ak1	15467	-0.724951	-0.724951	2.9333e-09	1.0	True	True
27106	ARRDC2	Arrdc2	70807	-0.689801	-0.689801	8.95309e-05	1.0	ARRDC2	Arrdc2	70807	-0.901142	-0.901142	1.53984e-07	1.0	True	True
27113								BBC3	Bbc3	170770	-0.707104	-0.707104	0.00222201	1.0	False	True
27115								PDE7B	Pde7b	29863	1.00582	1.00582	0.00928666	1.0	False	True
27134								TJP3	Tjp3	27375	-0.678464	-0.678464	0.0359796	1.0	False	True
27154	BRPF3	Brpf3	268936	-0.824921	-0.824921	4.51195e-07	1.0	BRPF3	Brpf3	268936	-1.08131	-1.08131	1.67217e-11	1.0	True	True
27159	CHIA	Chil3	12655	0.87526	0.761271	1.82118e-17	2.0	CHIA	Chil3	12655	0.728948	0.728948	7.43013e-12	1.0	True	True
27161	AGO2	Ago2	239528	-0.69497	-0.69497	0.000131438	1.0	AGO2	Ago2	239528	-0.833939	-0.833939	2.99875e-06	1.0	True	True
27166	PRELID1	Prelid1	66494	0.417221	0.417221	1.05444e-06	1.0	PRELID1	Prelid1	66494	0.269013	0.269013	0.00300742	1.0	True	True
2717	GLA	Gla	11605	0.453298	0.453298	0.00595742	1.0								True	False
27173	SLC39A1	Slc39a1	30791	0.230053	0.230053	0.036128	1.0	SLC39A1	Slc39a1	30791	0.244483	0.244483	0.0246509	1.0	True	True
272								AMPD3	Ampd3	11717	-0.479798	-0.479798	0.000462583	1.0	False	True
27230	SERP1	Serp1	28146	0.390062	0.390062	0.00306154	1.0								True	False
27236	ARFIP1	Arfip1	99889	0.422341	0.422341	1.34926e-05	1.0	ARFIP1	Arfip1	99889	0.360843	0.360843	0.000249261	1.0	True	True
27241	BBS9	Bbs9	319845	0.332162	0.332162	0.0398934	1.0	BBS9	Bbs9	319845	0.344581	0.344581	0.0323477	1.0	True	True
27243	CHMP2A	Chmp2a	68953	0.307697	0.307697	0.00349546	1.0	CHMP2A	Chmp2a	68953	0.357212	0.357212	0.000471554	1.0	True	True
27244	SESN1	Sesn1	140742	-0.337166	-0.337166	0.00324062	1.0								True	False
27245								AHDC1	Ahdc1	230793	-1.05011	-1.05011	0.000286828	1.0	False	True
27246	RNF115	Rnf115	67845	0.271806	0.271806	0.00338096	1.0	RNF115	Rnf115	67845	0.315032	0.315032	0.000510435	1.0	True	True
27247	NFU1	Nfu1	56748	0.439694	0.439694	6.33717e-06	1.0	NFU1	Nfu1	56748	0.47537	0.47537	7.87054e-07	1.0	True	True
27248	ERLEC1	Erlec1	66753	-0.283879	-0.283879	0.0407741	1.0								True	False
27258	LSM3	Lsm3	67678	0.404223	0.404223	0.00755461	1.0								True	False
2729	GCLC	Gclc	14629	-0.453763	-0.453763	0.00365	1.0	GCLC	Gclc	14629	-0.512019	-0.512019	0.000836032	1.0	True	True
27294								DHDH	Dhdh	71755	0.350537	0.350537	0.0445522	1.0	False	True
2730								GCLM	Gclm	14630	-0.41803	-0.41803	0.0285966	1.0	False	True
27303								RBMS3	Rbms3	207181	-1.00375	-1.00375	0.0367173	1.0	False	True
27304	MOCS3	Mocs3	69372	0.420653	0.420653	0.0200247	1.0								True	False
27306	HPGDS	Hpgds	54486	-0.906284	-0.906284	0.0250456	1.0								True	False
27315	PGAP2	Pgap2	233575	0.250613	0.250613	0.0479727	1.0								True	False
27334								P2RY10	P2ry10	78826	0.601478	0.601478	0.00974045	1.0	False	True
27335	EIF3K	Eif3k	73830	0.343333	0.343333	0.0254557	1.0								True	False
2734								GLG1	Glg1	20340	-0.506239	-0.506239	0.00556182	1.0	False	True
27343	POLL	Poll	56626	0.531273	0.531273	0.00935758	1.0								True	False
27347								STK39	Stk39	53416	0.532292	0.532292	0.0205322	1.0	False	True
27351	DESI1	Desi1	28075	-0.236868	-0.236868	0.0439112	1.0	DESI1	Desi1	28075	-0.236154	-0.236154	0.0498157	1.0	True	True
27352								SGSM3	Sgsm3	105835	-0.48545	-0.48545	0.048671	1.0	False	True
27430	MAT2B	Mat2b	108645	0.242996	0.242996	0.016362	1.0								True	False
27433	TOR2A	Tor2a	30933	0.333924	0.333924	0.0139364	1.0								True	False
27434	POLM	Polm	54125	-0.483173	-0.483173	0.02409	1.0								True	False
27443	CECR2	Cecr2	330409	-1.26743	-1.26743	1.43367e-13	1.0	CECR2	Cecr2	330409	-0.811331	-0.811331	6.52066e-06	1.0	True	True
2745	GLRX	Glrx	93692	0.633512	0.633512	7.87339e-10	1.0	GLRX	Glrx	93692	0.427506	0.427506	6.60541e-05	1.0	True	True
2762								GMDS	Gmds	218138	0.351168	0.351168	0.00784827	1.0	False	True
2764								GMFB	Gmfb	63985	0.262834	0.262834	0.0418806	1.0	False	True
2767								GNA11	Gna11	14672	-0.527256	-0.527256	0.00361909	1.0	False	True
2773	GNAI3	Gnai3	14679	0.312115	0.312115	0.00206762	1.0	GNAI3	Gnai3	14679	0.433917	0.433917	7.26587e-06	1.0	True	True
2775	GNAO1	Gnao1	14681	-1.69913	-1.69913	0.00881518	1.0								True	False
2782	GNB1	Gnb1	14688	0.222678	0.222678	0.0198212	1.0								True	False
2787	GNG5	Gng5	14707	0.584763	0.584763	4.73603e-10	1.0	GNG5	Gng5	14707	0.406579	0.406579	2.54743e-05	1.0	True	True
2790	GNG10	Gng10	14700	0.562028	0.562028	0.000653825	1.0	GNG10	Gng10	14700	0.429804	0.429804	0.0114663	1.0	True	True
2799								GNS	Gns	75612	-0.359757	-0.359757	0.0257076	1.0	False	True
2801								GOLGA2	Golga2	99412	-0.516335	-0.516335	0.00812759	1.0	False	True
2804								GOLGB1	Golgb1	224139	-0.490234	-0.490234	0.00255484	1.0	False	True
280636	SELENOH	Selenoh	72657	0.398539	0.398539	0.0359999	1.0								True	False
2810								SFN	Sfn	55948	-0.512866	-0.512866	0.0400782	1.0	False	True
2811								GP1BA	Gp1ba	14723	-0.806149	-0.806149	0.0429808	1.0	False	True
2812								GP1BB	Gp1bb	14724	-0.758715	-0.758715	0.0237414	1.0	False	True
2814	GP5	Gp5	14729	-0.773172	-0.773172	0.0447672	1.0	GP5	Gp5	14729	-0.931578	-0.931578	0.0134669	1.0	True	True
2815								GP9	Gp9	54368	-0.641623	-0.641623	0.0413282	1.0	False	True
2817								GPC1	Gpc1	14733	-0.540309	-0.540309	0.0240169	1.0	False	True
2822	GPLD1	Gpld1	14756	1.07555	1.07555	0.00373915	1.0								True	False
28227								PPP2R3B	Ppp2r3d	19054	-0.435107	-0.435107	0.0118054	1.0	False	True
28231								SLCO4A1	Slco4a1	108115	-0.657319	-0.657319	0.00510267	1.0	False	True
2828								GPR4	Gpr4	319197	-1.93146	-1.93146	0.0186741	1.0	False	True
283110	OR52Z1P	Olfr67	18368	-1.74141	-1.74141	0.0159043	1.0								True	False
283131	NEAT1	Neat1	66961	-0.38338	-0.38338	0.040044	1.0								True	False
283149								BCL9L	Bcl9l	80288	-0.617645	-0.617645	0.0391573	1.0	False	True
28317									Ighv2-2	777686	-1.23671	-1.23671	0.0352637	1.0	False	True
28318		Ighv7-3	629822	-1.41326	-1.41326	0.0143573	1.0		Ighv7-3	629822	-1.59713	-1.59713	0.012891	1.0	True	True
283209	PGM2L1	Pgm2l1	70974	-0.347794	-0.347794	0.00100277	1.0	PGM2L1	Pgm2l1	70974	-0.240631	-0.240631	0.0300993	1.0	True	True
283234								CCDC88B	Ccdc88b	78317	-0.717092	-0.717092	0.0188232	1.0	False	True
283248								RCOR2	Rcor2	104383	-1.27136	-1.27136	0.00836888	1.0	False	True
283337								ZNF740	Zfp740	68744	-0.208747	-0.208747	0.0226626	1.0	False	True
283349	RASSF3	Rassf3	192678	0.297104	0.297104	0.0303974	1.0	RASSF3	Rassf3	192678	0.277402	0.277402	0.0458045	1.0	True	True
283373								ANKRD52	Ankrd52	237615	-0.584118	-0.584118	0.00983298	1.0	False	True
283377								SPRYD4	Spryd4	66701	0.410374	0.410374	0.0135141	1.0	False	True
283420	CLEC9A	Clec9a	232414	-0.584072	-0.584072	0.0273704	1.0								True	False
283431	GAS2L3	Gas2l3	237436	-0.31062	-0.31062	0.0315884	1.0	GAS2L3	Gas2l3	237436	-0.319133	-0.319133	0.0246509	1.0	True	True
283450	HECTD4	Hectd4	269700	-0.913222	-0.913222	4.34519e-07	1.0	HECTD4	Hectd4	269700	-0.833414	-0.833414	5.15448e-06	1.0	True	True
283458		Nme2	18103	0.697081	0.697081	0.000717346	1.0		Nme2	18103	0.530498	0.530498	0.0130205	1.0	True	True
2835								GPR12	Gpr12	14738	-1.39448	-1.39448	0.0437269	1.0	False	True
283596	SNHG10	Snhg10	69434	-0.563566	-0.563566	0.0104557	1.0								True	False
283643								TEDC1	Tedc1	104732	-0.474071	-0.474071	0.0428015	1.0	False	True
283768									Golga2	99412	-0.516335	-0.516335	0.00812759	1.0	False	True
28378								IGHV7-81	Ighv9-2	629818	2.63177	2.63177	0.0325348	1.0	False	True
283849	EXOC3L1	Exoc3l	277978	-0.873794	-0.873794	0.0118314	1.0								True	False
28385									Ighv2-2	777686	-1.23671	-1.23671	0.0352637	1.0	False	True
283871	PGP	Pgp	67078	0.263233	0.263233	0.0196687	1.0	PGP	Pgp	67078	-0.258485	-0.258485	0.0227692	1.0	True	True
283897	C16orf54	AI467606	101602	0.447831	0.447831	9.51301e-06	1.0								True	False
28391									Ighv2-2	777686	-1.23671	-1.23671	0.0352637	1.0	False	True
28392									Ighv2-2	777686	-1.23671	-1.23671	0.0352637	1.0	False	True
283927	NUDT7	Nudt7	67528	0.473713	0.473713	0.00637834	1.0	NUDT7	Nudt7	67528	0.40372	0.40372	0.0205322	1.0	True	True
28394									Ighv2-2	777686	-1.23671	-1.23671	0.0352637	1.0	False	True
283948								NHLRC4	Nhlrc4	621239	-0.727878	-0.727878	0.0132077	1.0	False	True
28395									Ighv2-2	777686	-1.23671	-1.23671	0.0352637	1.0	False	True
28396									Ighv2-2	777686	-1.23671	-1.23671	0.0352637	1.0	False	True
28400									Ighv2-2	777686	-1.23671	-1.23671	0.0352637	1.0	False	True
284001								CCDC57	Ccdc57	71276	-0.518182	-0.518182	0.0220083	1.0	False	True
284004								HEXD	Hexdc	238023	-0.381461	-0.381461	0.0353112	1.0	False	True
28401									Ighv2-2	777686	-1.23671	-1.23671	0.0352637	1.0	False	True
284021	MILR1	Milr1	380732	0.447802	0.447802	0.000320827	1.0	MILR1	Milr1	380732	0.431849	0.431849	0.000475263	1.0	True	True
284086	NEK8	Nek8	140859	-0.713266	-0.713266	0.000285414	1.0	NEK8	Nek8	140859	-0.494397	-0.494397	0.0155008	1.0	True	True
28409		Ighv7-3	629822	-1.41326	-1.41326	0.0143573	1.0		Ighv7-3	629822	-1.59713	-1.59713	0.012891	1.0	True	True
28410	IGHV3-72	Ighv7-3	629822	-1.41326	-1.41326	0.0143573	1.0	IGHV3-72	Ighv7-3	629822	-1.59713	-1.59713	0.012891	1.0	True	True
284131								ENDOV	Endov	338371	-0.552859	-0.552859	0.00128823	1.0	False	True
284184								NDUFAF8	Ndufaf8	208501	0.494107	0.494107	0.0238172	1.0	False	True
284194									Lgals9	16859	-0.424854	-0.424854	0.0238172	1.0	False	True
284207	METRNL	Metrnl	210029	0.606475	0.606475	0.000176438	1.0								True	False
28423		Ighv7-3	629822	-1.41326	-1.41326	0.0143573	1.0		Ighv7-3	629822	-1.59713	-1.59713	0.012891	1.0	True	True
284352	PPP1R37	Ppp1r37	232947	-0.355069	-0.355069	0.0201977	1.0	PPP1R37	Ppp1r37	232947	-0.610179	-0.610179	2.05861e-05	1.0	True	True
284361								EMC10	Emc10	69683	-0.537968	-0.537968	5.73776e-06	1.0	False	True
284403	WDR62	Wdr62	233064	-0.538882	-0.538882	0.0076544	1.0	WDR62	Wdr62	233064	-0.896679	-0.896679	3.08689e-06	1.0	True	True
284439	SLC25A42	Slc25a42	73095	-1.06925	-1.06925	1.20648e-11	1.0	SLC25A42	Slc25a42	73095	-0.727414	-0.727414	8.68302e-06	1.0	True	True
28444		Ighv7-3	629822	-1.41326	-1.41326	0.0143573	1.0		Ighv7-3	629822	-1.59713	-1.59713	0.012891	1.0	True	True
28448		Ighv7-3	629822	-1.41326	-1.41326	0.0143573	1.0		Ighv7-3	629822	-1.59713	-1.59713	0.012891	1.0	True	True
28449		Ighv7-3	629822	-1.41326	-1.41326	0.0143573	1.0		Ighv7-3	629822	-1.59713	-1.59713	0.012891	1.0	True	True
28458									Ighv1-55	780932	-1.39799	-1.312135	0.00187294	2.0	False	True
28460									Ighv1-55	780932	-1.39799	-1.39799	0.00187294	1.0	False	True
28461									Ighv1-55	780932	-1.39799	-1.312135	0.00187294	2.0	False	True
284611								FAM102B	Eeig2	329739	0.283341	0.283341	0.00678372	1.0	False	True
28464									Ighv1-55	780932	-1.39799	-1.39799	0.00187294	1.0	False	True
28465									Ighv1-55	780932	-1.39799	-1.39799	0.00187294	1.0	False	True
28466									Ighv1-55	780932	-1.39799	-1.39799	0.00187294	1.0	False	True
28467									Ighv1-55	780932	-1.39799	-1.312135	0.00187294	2.0	False	True
28468									Ighv1-55	780932	-1.39799	-1.39799	0.00187294	1.0	False	True
28472									Ighv1-55	780932	-1.39799	-1.39799	0.00187294	1.0	False	True
28473									Ighv1-55	780932	-1.39799	-1.39799	0.00187294	1.0	False	True
28474									Ighv1-55	780932	-1.39799	-1.39799	0.00187294	1.0	False	True
284759	SIRPB2	Gm5150	381484	0.69179	0.69179	6.0848e-06	1.0	SIRPB2	Gm5150	381484	0.452815	0.452815	0.00434209	1.0	True	True
284996	RNF149	Rnf149	67702	0.287738	0.287738	0.0325644	1.0								True	False
28511	NKIRAS2	Nkiras2	71966	0.290378	0.290378	0.00253829	1.0								True	False
285193	DUSP28	Dusp28	67446	0.465817	0.465817	0.0239738	1.0								True	False
285203	EOGT	Eogt	101351	-0.603616	-0.603616	0.0256324	1.0								True	False
285237	C3orf38	4930453N24Rik	67609	0.412461	0.412461	0.0104512	1.0								True	False
285313								IGSF10	Igsf10	242050	-1.37043	-1.37043	0.0208194	1.0	False	True
285381	DPH3	Dph3	105638	0.514116	0.514116	9.80072e-05	1.0	DPH3	Dph3	105638	0.383007	0.383007	0.00452617	1.0	True	True
285498	RNF212	Rnf212	671564	-1.1031	-1.1031	0.0264766	1.0								True	False
285527	FRYL	Fryl	72313	-0.621879	-0.621879	2.40998e-05	1.0	FRYL	Fryl	72313	-0.548956	-0.548956	0.000256323	1.0	True	True
285590								SH3PXD2B	Sh3pxd2b	268396	-0.731511	-0.731511	0.0120705	1.0	False	True
285643	KIF4B	Kif4	16571	-0.425086	-0.425086	1.55475e-05	1.0	KIF4B	Kif4	16571	-0.535867	-0.535867	2.45645e-08	1.0	True	True
2857	GPR34	Gpr34	23890	0.481867	0.481867	0.0170117	1.0	GPR34	Gpr34	23890	0.429884	0.429884	0.0181477	1.0	True	True
285848	PNPLA1	Pnpla1	433091	0.688354	0.688354	0.00636412	1.0								True	False
285855								RPL7L1	Rpl7l1	66229	0.34102	0.34102	0.000746578	1.0	False	True
285971	ZNF775	Zfp141	434178	0.286953	0.286953	0.0228687	1.0	ZNF775	Zfp141	434178	0.440299	0.440299	0.000159489	1.0	True	True
286	ANK1	Ank1	11733	-1.07247	-1.07247	2.77547e-10	1.0	ANK1	Ank1	11733	-1.04787	-1.04787	6.14759e-10	1.0	True	True
286128								ZFP41	Zfp41	22701	-0.419102	-0.419102	0.00670683	1.0	False	True
286133								SCARA5	Scara5	71145	-1.37682	-1.37682	0.000204858	1.0	False	True
286187	PPP1R42	Ppp1r42	69312	1.01831	1.01831	1.23533e-05	1.0	PPP1R42	Ppp1r42	69312	0.834219	0.834219	0.000271378	1.0	True	True
286336	FAM78A	Fam78a	241303	-0.426574	-0.426574	0.00673752	1.0	FAM78A	Fam78a	241303	-0.70506	-0.70506	2.24559e-06	1.0	True	True
28638	TRBC2	Trbc2	100125263	0.610194	0.610194	0.000414428	1.0	TRBC2	Trbc2	100125263	0.488592	0.488592	0.0052317	1.0	True	True
28639	TRBC1	Trbc2	100125263	0.610194	0.610194	0.000414428	1.0	TRBC1	Trbc2	100125263	0.488592	0.488592	0.0052317	1.0	True	True
286451								YIPF6	Yipf6	77929	0.32294	0.32294	0.021948	1.0	False	True
2867	FFAR2	Ffar2	233079	0.493926	0.493926	0.000139929	1.0								True	False
286827	TRIM59	Trim59	66949	-0.441126	-0.441126	0.00392999	1.0	TRIM59	Trim59	66949	-0.528456	-0.528456	0.000362289	1.0	True	True
2872								MKNK2	Mknk2	17347	-1.17639	-1.17639	2.3119e-11	1.0	False	True
2873	GPS1	Gps1	209318	0.231139	0.231139	0.0244046	1.0								True	False
2874	GPS2	Gps2	56310	-0.347148	-0.347148	0.0295407	1.0	GPS2	Gps2	56310	-0.642408	-0.642408	1.84877e-05	1.0	True	True
2879	GPX4	Gpx4	625249	0.591172	0.591172	0.000963225	1.0								True	False
2889								RAPGEF1	Rapgef1	107746	-0.585471	-0.585471	0.000355423	1.0	False	True
28891								IGKV1D-43	Igkv14-126	628127	1.05695	1.05695	0.00828423	1.0	False	True
28896									Igkv14-126	628127	1.05695	1.05695	0.00828423	1.0	False	True
28908								IGKV4-1	Igkv8-27	434041	-1.79514	-1.79514	0.00573121	1.0	False	True
28933								IGKV1-33	Igkv14-126	628127	1.05695	1.05695	0.00828423	1.0	False	True
28935	IGKV1-27	Igkv13-85	434036	-1.41816	-1.41816	0.0332376	1.0	IGKV1-27	Igkv14-126	628127	1.05695	1.05695	0.00828423	1.0	True	True
28940								IGKV1-12	Igkv14-126	628127	1.05695	1.05695	0.00828423	1.0	False	True
28954	REM1	Rem1	19700	0.729001	0.729001	0.0488111	1.0								True	False
28956	LAMTOR2	Lamtor2	83409	0.405009	0.405009	0.000495103	1.0	LAMTOR2	Lamtor2	83409	0.497185	0.497185	1.03039e-05	1.0	True	True
28957	MRPS28	Mrps28	66230	0.570517	0.570517	0.00255502	1.0								True	False
28958	COA3	Coa3	52469	0.526289	0.526289	0.00403461	1.0	COA3	Coa3	52469	0.574772	0.574772	0.00127855	1.0	True	True
2896								GRN	Grn	14824	-0.877668	-0.877668	0.000603088	1.0	False	True
28960	DCPS	Dcps	69305	0.297393	0.297393	0.0338223	1.0								True	False
28962	OSTM1	Ostm1	14628	0.308016	0.308016	0.000152204	1.0	OSTM1	Ostm1	14628	0.231792	0.231792	0.00557779	1.0	True	True
28964								GIT1	Git1	216963	-0.72408	-0.72408	0.00267235	1.0	False	True
