trait,tlabel,n_genes
http://www.orpha.net/ORDO/Orphanet_79360,Other genetic epidermal disease,1
http://www.orpha.net/ORDO/Orphanet_79215,Oligosaccharidosis,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8bebfcb397253406d1c6,Renal cortex T1 time,1
http://www.orpha.net/ORDO/Orphanet_79197,Disorder of branched-chain amino acid metabolism,1
http://www.ebi.ac.uk/efo/EFO_0803595,virus seropositivity,1
http://www.ebi.ac.uk/efo/EFO_0803593,bacteria seropositivity,1
http://www.ebi.ac.uk/efo/EFO_0803542,immature granulocyte count,1
http://www.ebi.ac.uk/efo/EFO_0803534,cold-induced vasodilation,1
http://www.ebi.ac.uk/efo/EFO_0803533,visuospatial function measurement,1
http://www.ebi.ac.uk/efo/EFO_0803377,metachronous colorectal adenoma,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8cf1fa996ed36ad62bdc,systemic juvenile idiopathic arthritis,1
http://www.orpha.net/ORDO/Orphanet_666,Osteogenesis imperfecta,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8d5f7002c6e2eff18de4,Mean sleep duration; rank-normalized,1
http://www.ebi.ac.uk/efo/EFO_0803368,internet addiction disorder,1
http://www.ebi.ac.uk/efo/EFO_0803335,RS-10-hydroxywarfarin to RS-warfarin ratio measurement,1
http://www.orpha.net/ORDO/Orphanet_79225,Sphingolipidosis,1
http://www.ebi.ac.uk/efo/EFO_0803331,S-warfarin to R-warfarin ratio measurement,1
http://www.ebi.ac.uk/efo/EFO_0803330,RS-10-hydroxywarfarin measurement,1
http://www.ebi.ac.uk/efo/EFO_0803328,RS-6-hydroxywarfarin measurement,1
http://www.orpha.net/ORDO/Orphanet_79357,Hereditary palmoplantar keratoderma,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8b7ec769806517428f6b,frontotemporal dementia,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8b724afcd94bdb74db61,hippocampal atrophy,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8b5e5491a15bceae64f5,Heavy vs. Int alcohol consumption,1
http://www.ebi.ac.uk/efo/EFO_0803599,plant allergen seropositivity,1
http://www.orpha.net/ORDO/Orphanet_100070,Progressive non-fluent aphasia,1
http://www.orpha.net/ORDO/Orphanet_68364,Hemoglobinopathy,1
http://www.ebi.ac.uk/efo/EFO_1001930,idiopathic osteonecrosis of the femoral head,1
http://www.orpha.net/ORDO/Orphanet_730,Autosomal dominant polycystic kidney disease,1
http://www.ebi.ac.uk/efo/EFO_1001492,atrophic macular degeneration,1
http://www.orpha.net/ORDO/Orphanet_79193,Disorder of pyrimidine metabolism,1
http://www.ebi.ac.uk/efo/EFO_1001017,limited scleroderma,1
http://www.ebi.ac.uk/efo/EFO_1000965,Henoch-Schoenlein purpura,1
http://www.ebi.ac.uk/efo/EFO_0803683,hepatitis E virus seropositivity,1
http://www.ebi.ac.uk/efo/EFO_0803674,adenoviridae virus seropositivity,1
http://www.ebi.ac.uk/efo/EFO_0803663,lactobacillus phage virus seropositivity,1
http://www.ebi.ac.uk/efo/EFO_0803658,enterobacter phage virus seropositivity,1
http://www.ebi.ac.uk/efo/EFO_0803651,streptococcus seropositivity,1
http://www.ebi.ac.uk/efo/EFO_0803650,staphylococcus seropositivity,1
http://www.ebi.ac.uk/efo/EFO_0803616,clostridiales seropositivity,1
http://www.ebi.ac.uk/efo/EFO_0803612,blautia seropositivity,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/8abbff77e9445d2bd64d,Creatine kinase-MB fraction,1
http://www.orpha.net/ORDO/Orphanet_209193,Qualitative or quantitative defects of selenoprotein N1,1
http://www.orpha.net/ORDO/Orphanet_2134,Atypical hemolytic uremic syndrome,1
http://www.orpha.net/ORDO/Orphanet_216804,Osteogenesis imperfecta type 2,1
http://www.orpha.net/ORDO/Orphanet_293181,Epilepsy of infancy with migrating focal seizures,1
http://www.orpha.net/ORDO/Orphanet_457074,Congenital nemaline myopathy,1
http://www.orpha.net/ORDO/Orphanet_306773,Hyperekplexia,1
http://www.orpha.net/ORDO/Orphanet_306750,Primary myoclonus,1
http://www.orpha.net/ORDO/Orphanet_306708,Frontotemporal neurodegeneration with movement disorder,1
http://www.orpha.net/ORDO/Orphanet_294060,Multiple pterygium syndrome,1
http://www.orpha.net/ORDO/Orphanet_293910,Inherited isolated arrhythmogenic cardiomyopathy; dominant-right variant,1
http://www.orpha.net/ORDO/Orphanet_458844,Rare vascular malformation of major vessels,1
http://www.orpha.net/ORDO/Orphanet_293830,Constitutional dyserythropoietic anemia,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/6ff640f49e6007922f20,Tinnitus,1
http://www.orpha.net/ORDO/Orphanet_216812,Osteogenesis imperfecta type 3,1
http://www.orpha.net/ORDO/Orphanet_466066,Genetic hemoglobinopathy,1
http://www.orpha.net/ORDO/Orphanet_474,Jeune syndrome,1
http://www.orpha.net/ORDO/Orphanet_284811,Syndromic oculocutaneous albinism,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/70b1eb0d504a4ba12d11,Liver age,1
http://www.orpha.net/ORDO/Orphanet_284790,Qualitative or quantitative defects of tropomyosin,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/713b894f629b71c1c24d,Corrected insulin response adj Matsuda ISI,1
http://www.orpha.net/ORDO/Orphanet_282,Frontotemporal dementia,1
http://www.orpha.net/ORDO/Orphanet_280373,Rare pediatric systemic disease,1
http://www.orpha.net/ORDO/Orphanet_309279,Glycoproteinosis,1
http://www.orpha.net/ORDO/Orphanet_309347,Disorder of protein N-glycosylation,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/6d5265652b538ec4ba1d,Schizoaffective disorder bipolar type,1
http://www.orpha.net/ORDO/Orphanet_309819,Disorder of pterin metabolism,1
http://www.orpha.net/ORDO/Orphanet_35696,Mitochondrial disorder due to a defect in mitochondrial protein synthesis,1
http://www.orpha.net/ORDO/Orphanet_35656,Coenzyme Q10 deficiency,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/6794a321a019a57270f9,cuneus cortex volume measurement,1
http://www.orpha.net/ORDO/Orphanet_371157,Congenital disorder of glycosylation with hepatic involvement,1
http://www.orpha.net/ORDO/Orphanet_385,Neurodegeneration with brain iron accumulation,1
http://www.orpha.net/ORDO/Orphanet_331240,Immunodeficiency with severe reduction in serum IgG and IgA with normal/elevated IgM and normal number of B-cells,1
http://www.orpha.net/ORDO/Orphanet_331223,Hyper-IgE syndrome,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/68e68a6054b1b775de66,Uveal Melanoma,1
http://www.orpha.net/ORDO/Orphanet_3287,Takayasu arteritis,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/6a1741a46c0ba5a2b476,preeclampsia,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/6bc6a9ed7fb269f818ea,serum amyloid A-1 protein measurement,1
http://www.orpha.net/ORDO/Orphanet_435603,Genetic otorhinolaryngological malformation,1
http://www.orpha.net/ORDO/Orphanet_320335,Pure or complex hereditary spastic paraplegia,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/64c9be70cdebbea8632f,eGFRcreat (serum creatinine) in type 1 diabetes,1
http://www.orpha.net/ORDO/Orphanet_313,Lamellar ichthyosis,1
http://www.orpha.net/ORDO/Orphanet_309848,Disorder of magnesium transport,1
http://www.orpha.net/ORDO/Orphanet_309842,Disorder of iron metabolism and transport,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7191cf86f106e81c8d87,Fasting plasma glucose in subjects with and without diabetes,1
http://www.orpha.net/ORDO/Orphanet_475,Joubert syndrome,1
http://www.orpha.net/ORDO/Orphanet_276621,Sporadic pheochromocytoma/secreting paraganglioma,1
http://www.orpha.net/ORDO/Orphanet_254913,Isolated ATP synthase deficiency,1
http://www.orpha.net/ORDO/Orphanet_498445,Genetic inflammatory or rheumatoid-like osteoarthropathy,1
http://www.orpha.net/ORDO/Orphanet_498467,Non-syndromic postaxial polydactyly,1
http://www.orpha.net/ORDO/Orphanet_498477,Ectrodactyly with and without other manifestations,1
http://www.orpha.net/ORDO/Orphanet_251,Multiple epiphyseal dysplasia,1
http://www.orpha.net/ORDO/Orphanet_250165,Genetic polycythemia,1
http://www.orpha.net/ORDO/Orphanet_250,Frontonasal dysplasia,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/616af47416cbcdd72d56,glucocorticoid receptor gene expression measurement,1
http://www.orpha.net/ORDO/Orphanet_247262,Hyperphosphatasia-intellectual disability syndrome,1
http://www.orpha.net/ORDO/Orphanet_247,Inherited arrhythmogenic cardiomyopathy,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/79f1012c9a79fb1c1bd1,dyslexia,1
http://www.orpha.net/ORDO/Orphanet_2416,Congenital primary lymphedema without systemic or visceral involvement,1
http://www.orpha.net/ORDO/Orphanet_519286,Rare disorder of the pupil,1
http://www.orpha.net/ORDO/Orphanet_220489,Rare hereditary hemochromatosis,1
http://www.orpha.net/ORDO/Orphanet_217720,Non-familial restrictive cardiomyopathy,1
http://www.orpha.net/ORDO/Orphanet_519292,Syndromic ectopia lentis,1
http://www.orpha.net/ORDO/Orphanet_217635,Familial restrictive cardiomyopathy,1
http://www.orpha.net/ORDO/Orphanet_216820,Osteogenesis imperfecta type 4,1
http://www.orpha.net/ORDO/Orphanet_49382,Achromatopsia,1
http://www.orpha.net/ORDO/Orphanet_481671,Type 1 interferonopathy of childhood,1
http://www.orpha.net/ORDO/Orphanet_276234,Non-syndromic male infertility due to sperm motility disorder,1
http://www.orpha.net/ORDO/Orphanet_255210,Mitochondrial DNA-associated Leigh syndrome,1
http://www.orpha.net/ORDO/Orphanet_276061,Genetic frontotemporal degeneration with dementia,1
http://www.orpha.net/ORDO/Orphanet_275864,Behavioral variant of frontotemporal dementia,1
http://www.orpha.net/ORDO/Orphanet_476116,Demyelinating hereditary motor and sensory neuropathy,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/7348b4bfdc368463d81a,DNA methylation-estimated plasminogen activator inhibitor-1 levels,1
http://www.orpha.net/ORDO/Orphanet_275749,Beta-thalassemia and related diseases,1
http://www.orpha.net/ORDO/Orphanet_275736,Rare hemorrhagic disorder due to a qualitative platelet defect,1
http://www.orpha.net/ORDO/Orphanet_477647,Type 1 interferonopathy,1
http://www.orpha.net/ORDO/Orphanet_477754,Genetic cerebral small vessel disease,1
http://www.orpha.net/ORDO/Orphanet_268940,Bilateral polymicrogyria,1
http://www.orpha.net/ORDO/Orphanet_264992,Genetic interstitial lung disease,1
http://www.orpha.net/ORDO/Orphanet_264714,Secondary interstitial lung disease specific to childhood associated with a granulomatous disease,1
http://www.orpha.net/ORDO/Orphanet_261947,Partial deletion of the short arm of chromosome 11 syndrome,1
http://www.orpha.net/ORDO/Orphanet_261857,Partial deletion of the short arm of chromosome 1 syndrome,1
http://www.orpha.net/ORDO/Orphanet_261816,Partial deletion of chromosome 11 syndrome,1
http://www.orpha.net/ORDO/Orphanet_261771,Partial deletion of chromosome 2 syndrome,1
http://www.orpha.net/ORDO/Orphanet_261766,Partial deletion of chromosome 1 syndrome,1
http://www.orpha.net/ORDO/Orphanet_261,Emery-Dreifuss muscular dystrophy,1
http://www.orpha.net/ORDO/Orphanet_79359,Other epidermal disorder,1
http://www.orpha.net/ORDO/Orphanet_79365,Rare disorder with hypertrichosis,1
http://www.ebi.ac.uk/efo/EFO_0010158,sugar consumption measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/af36fab7ebf5410e1370,Photoreceptor cell inner segment thickness,1
http://www.ebi.ac.uk/efo/EFO_0020007,X-21467 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010932,urokinase plasminogen activator surface receptor measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/ae15444c0331dd5f79df,susceptibility to urinary tract infection measurement,1
http://www.ebi.ac.uk/efo/EFO_0010911,C-X-C motif chemokine 16 measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/57594494a2a0b8c4dd7d,hearing measurement,1
http://www.ebi.ac.uk/efo/EFO_0010803,urokinase-type plasminogen activator measurement,1
http://www.ebi.ac.uk/efo/EFO_0010639,pain,1
http://www.ebi.ac.uk/efo/EFO_0010610,tumor necrosis factor receptor superfamily member 6 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010606,sclerostin measurement,1
http://www.ebi.ac.uk/efo/EFO_0010522,phosphoenolpyruvic acid measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/af6cb059df9c8894812f,Hernia abdominopelvic cavity,1
http://www.ebi.ac.uk/efo/EFO_0010602,brain age measurement,1
http://www.orpha.net/ORDO/Orphanet_95432,Primary progressive aphasia,1
http://www.ebi.ac.uk/efo/EFO_0010551,xanthurenate measurement,1
http://www.ebi.ac.uk/efo/EFO_0010549,xanthosine measurement,1
http://www.ebi.ac.uk/efo/EFO_0010537,taurochenodeoxycholate measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/b0de2f44af71785048ac,Least-active 5 hour timing; rank-normalized,1
http://www.ebi.ac.uk/efo/EFO_0010532,salicylurate measurement,1
http://www.ebi.ac.uk/efo/EFO_0020020,succinylcarnitine measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/ad33db1ca5179e2f1969,Gout,1
http://www.ebi.ac.uk/efo/EFO_0020058,diacylglycerol 34:0 measurement,1
http://www.ebi.ac.uk/efo/EFO_0020069,diacylglycerol 44:7 measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a91343191c118457ccae,Unruptured intracranial aneurysm,1
http://www.ebi.ac.uk/efo/EFO_0021054,dodecanedioate measurement,1
http://www.ebi.ac.uk/efo/EFO_0021045,stearoylcarnitine measurement,1
http://www.ebi.ac.uk/efo/EFO_0021044,palmitoylcarnitine measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a95f0bcf8a94f14e9e4f,hair shape measurement,1
http://www.orpha.net/ORDO/Orphanet_93446,Primary bone dysplasia with decreased bone density,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/a965e4f55df2851ce23d,cranial vault morphology measurement,1
http://www.ebi.ac.uk/efo/EFO_0021033,biliverdin measurement,1
http://www.ebi.ac.uk/efo/EFO_0021023,isobutyrylcarnitine measurement,1
http://www.ebi.ac.uk/efo/EFO_0021020,3-methyl-2-oxobutyrate measurement,1
http://www.ebi.ac.uk/efo/EFO_0020977,occupational attainment,1
http://www.ebi.ac.uk/efo/EFO_0020936,anterior thigh muscle fat infiltration measurement,1
http://www.orpha.net/ORDO/Orphanet_93448,Lysosomal storage disease with skeletal involvement,1
http://www.ebi.ac.uk/efo/EFO_0020934,posterior thigh muscle fat infiltration measurement,1
http://www.orpha.net/ORDO/Orphanet_93449,Primary osteolysis,1
http://www.ebi.ac.uk/efo/EFO_0020464,immunoglobulin E measurement,1
http://www.ebi.ac.uk/efo/EFO_0020103,childhood gender nonconformity,1
http://www.orpha.net/ORDO/Orphanet_97120,Distal arthrogryposis,1
http://www.ebi.ac.uk/efo/EFO_0010520,peptide measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/5ac6940d84d0eb93e0af,pancreatic carcinoma,1
http://www.ebi.ac.uk/efo/EFO_0010359,lysophosphatidylcholine 18:0 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010410,triacylglycerol 50:3 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010409,triacylglycerol 50:2 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010405,triacylglycerol 48:2 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010389,phosphatidylcholine 40:6 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010384,phosphatidylcholine 38:2 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010371,lysophosphatidylethanolamine 22:6 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010370,lysophosphatidylethanolamine 20:4 measurement,1
http://www.orpha.net/ORDO/Orphanet_35981,Polymicrogyria,1
http://www.ebi.ac.uk/efo/EFO_0010354,diacylglycerol 36:1 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010508,malate measurement,1
http://www.ebi.ac.uk/efo/EFO_0010353,diacylglycerol 34:2 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010352,diacylglycerol 34:1 measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/ba1a9204a63151db47b3,Elaidic and trans-vaccenic acids,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/ba272d9116f311da6684,corpus callosum anterior volume measurement,1
http://www.ebi.ac.uk/efo/EFO_0010232,osteocalcin measurement,1
http://www.orpha.net/ORDO/Orphanet_98514,Malformation of the cerebellar vermis,1
http://www.orpha.net/ORDO/Orphanet_98518,Cranial nerve and nuclear aplasia,1
http://www.ebi.ac.uk/efo/EFO_0010220,17-hydroxyprogesterone measurement,1
http://www.ebi.ac.uk/efo/EFO_0010411,triacylglycerol 50:4 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010413,triacylglycerol 52:1 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010414,triacylglycerol 52:2 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010415,triacylglycerol 52:3 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010491,glycocholate measurement,1
http://www.ebi.ac.uk/efo/EFO_0010482,gamma-aminoisobutyric acid measurement,1
http://www.orpha.net/ORDO/Orphanet_97245,Congenital myopathy,1
http://www.ebi.ac.uk/efo/EFO_0010473,cyclic adenosine monophosphate measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/b31c1a00a0f826334f23,gastric ulcer,1
http://www.ebi.ac.uk/efo/EFO_0010471,chenodeoxycholate measurement,1
http://www.ebi.ac.uk/efo/EFO_0010462,aspartate measurement,1
http://www.ebi.ac.uk/efo/EFO_0010459,aminoadipic acid measurement,1
http://www.orpha.net/ORDO/Orphanet_98087,Syndrome with 46;XY difference of sex development,1
http://www.ebi.ac.uk/efo/EFO_0010435,triacylglycerol 56:8 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010434,triacylglycerol 56:7 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010432,triacylglycerol 56:5 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010431,triacylglycerol 56:4 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010424,triacylglycerol 54:6 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010421,triacylglycerol 54:3 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010417,triacylglycerol 52:5 measurement,1
http://www.ebi.ac.uk/efo/EFO_0010416,triacylglycerol 52:4 measurement,1
http://www.ebi.ac.uk/efo/EFO_0021055,hexadecanedioate measurement,1
http://www.ebi.ac.uk/efo/EFO_0021056,octadecanedioate measurement,1
http://www.ebi.ac.uk/efo/EFO_0021057,tetradecanedioate measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/99acb732f3080db297d6,Cerebral white matter hyperintensity volume,1
http://www.ebi.ac.uk/efo/EFO_0800285,5alpha-pregnan-3beta;20alpha-diol monosulfate (2) measurement,1
http://www.ebi.ac.uk/efo/EFO_0800283,5alpha-androstan-3alpha;17alpha-diol monosulfate measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/987ba38db73218efc157,facial pigmentation measurement,1
http://www.ebi.ac.uk/efo/EFO_0800279,pregnenediol disulfate (C21H34O8S2) measurement,1
http://www.ebi.ac.uk/efo/EFO_0800277,taurocholenate sulfate measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/9924856fa49e5133d495,Physical activity (overall physical activity time),1
http://www.ebi.ac.uk/efo/EFO_0800276,glycocholenate sulfate measurement,1
http://www.ebi.ac.uk/efo/EFO_0800258,glycolithocholate sulfate measurement,1
https://purl.org/okn/frink/kg/digcfdekg/node/trait/99dfff6c974401621115,serotonin measurement,1
http://www.ebi.ac.uk/efo/EFO_0021099,10-undecenoate 11:1n1 measurement,1
http://www.ebi.ac.uk/efo/EFO_0800074,3-methylglutarylcarnitine (2) measurement,1
http://www.ebi.ac.uk/efo/EFO_0800036,N6-acetyllysine measurement,1
http://www.ebi.ac.uk/efo/EFO_0800023,alpha-hydroxyisovalerate measurement,1
http://www.ebi.ac.uk/efo/EFO_0600019,COVID-19 symptoms measurement,1
http://www.orpha.net/ORDO/Orphanet_90291,Systemic sclerosis,1
http://www.orpha.net/ORDO/Orphanet_90783,46;XY difference of sex development due to a testosterone synthesis defect,1
http://www.ebi.ac.uk/efo/EFO_0022254,cholesteryl esters to total lipids in small HDL percentage,1
http://www.orpha.net/ORDO/Orphanet_93334,Postaxial polydactyly type A,1
